"mois_no","groupe_no","prov_no","no","ca","code_prov","provenance","code_dep","departement","code_groupe","groupe","code_sgroupe","sous_groupe","mois","mois_numero","annee"
4,35,5,8260,5018.2002,4,"Commandes téléphoniques",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.2,"Bar et accessoires","Avril",4,2003
4,69,7,16468,9842.2998,6,"Studio Radio TV",6,"Radio -TV",22,"Maroquinerie - parapluies",22.2,"Hi-Fi","Avril",4,2003
4,113,10,27100,4688,9,"Vente aux employés",9,"Meubles",29,"Meubles exterieurs",29.4,"Salles de bains","Avril",4,2003
4,70,1,16564,1390.40002,0,"Par correspondance",6,"Radio -TV",22,"Maroquinerie - parapluies",22.3,"Vidéo","Avril",4,2003
4,65,6,15484,8132.5,5,"Revetement de sol professionnel",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20.7,"Divers","Avril",4,2003
4,72,9,17236,5459.2002,8,"Boutique",6,"Radio -TV",22,"Maroquinerie - parapluies",22.5,"Telecomunications","Avril",4,2003
4,20,6,4684,4487,5,"Revetement de sol professionnel",0,"Ménage",12,"Outillage & jouets",12,"Outillage, jardin accessoire auto","Avril",4,2003
4,10,7,2308,9736.59961,6,"Studio Radio TV",0,"Ménage",11,"Cuisine & Accessoires",11,"Casseroles","Avril",4,2003
4,74,4,17596,1348.80005,3,"Expo",6,"Radio -TV",22,"Maroquinerie - parapluies",22.8,"Divers","Avril",4,2003
4,79,1,18724,1795.19995,0,"Par correspondance",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.3,"Accessoires camping","Avril",4,2003
4,63,8,15052,4697.7002,7,"Studio Photo",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20.1,"Serviettes sacs a main cuir artificiel","Avril",4,2003
4,116,5,27700,8919.59961,4,"Commandes téléphoniques",9,"Meubles",29,"Meubles exterieurs",29.7,"Autres petits meubles","Avril",4,2003
4,93,10,22300,2938,9,"Vente aux employés",8,"Lingerie",25,"Draps & lits",25.9,"Divers","Avril",4,2003
4,30,3,7012,4367.2002,2,"Magasin",1,"Tapis - rideaux",13,"Tapis",13.3,"Passage + divers","Avril",4,2003
4,5,8,1132,6949.3999,7,"Studio Photo",0,"Ménage",10,"Nettoyage",10.4,"Divers","Avril",4,2003
4,104,3,24772,3316,2,"Magasin",9,"Meubles",28,"Meubles intérieurs",28.4,"Chambres à coucher","Avril",4,2003
4,19,5,4420,9853.5,4,"Commandes téléphoniques",0,"Ménage",11,"Cuisine & Accessoires",11.9,"Divers","Avril",4,2003
4,93,2,22108,3112.19995,1,"Zürich",8,"Lingerie",25,"Draps & lits",25.9,"Divers","Avril",4,2003
4,60,3,14212,4332.8999,2,"Magasin",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.8,"Pendentifs + Médaillons Zodiac","Avril",4,2003
4,97,6,23164,1245,5,"Revetement de sol professionnel",8,"Lingerie",26,"Linges & couvertures",26.5,"Couvertures de laine","Avril",4,2003
4,4,5,820,1331.59998,4,"Commandes téléphoniques",0,"Ménage",10,"Nettoyage",10.3,"Divers","Avril",4,2003
4,53,8,12652,5124,7,"Studio Photo",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.9,"Baguier et sets","Avril",4,2003
4,41,5,9700,1863.30005,4,"Commandes téléphoniques",2,"Optique - Photos",15,"Optique - Photos",15.2,"Accessoires","Avril",4,2003
4,118,8,28252,3008.3999,7,"Studio Photo",9,"Meubles",29,"Meubles exterieurs",29.9,"Meubles de jardin","Avril",4,2003
4,29,8,6892,6720.2998,7,"Studio Photo",1,"Tapis - rideaux",13,"Tapis",13.2,"Milieux","Avril",4,2003
4,15,5,3460,4700.1001,4,"Commandes téléphoniques",0,"Ménage",11,"Cuisine & Accessoires",11.5,"Articles de salle de bain","Avril",4,2003
4,96,6,22924,5255.7002,5,"Revetement de sol professionnel",8,"Lingerie",26,"Linges & couvertures",26.4,"Couvertures divans piquées smyrne Gobelins","Avril",4,2003
4,18,8,4252,8125.6001,7,"Studio Photo",0,"Ménage",11,"Cuisine & Accessoires",11.8,"Divers","Avril",4,2003
4,116,7,27748,7947.7002,6,"Studio Radio TV",9,"Meubles",29,"Meubles exterieurs",29.7,"Autres petits meubles","Avril",4,2003
4,88,2,20908,8146.2002,1,"Zürich",7,"Montres",24,"Montres",24.9,"Grosse horlogerie (pendules et réveils)","Avril",4,2003
4,101,2,24028,677.400024,1,"Zürich",9,"Meubles",28,"Meubles intérieurs",28.1,"Parois - crédences","Avril",4,2003
4,89,6,21244,8611.40039,5,"Revetement de sol professionnel",8,"Lingerie",25,"Draps & lits",25,"Draps","Avril",4,2003
4,60,10,14380,7128.5,9,"Vente aux employés",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.8,"Pendentifs + Médaillons Zodiac","Avril",4,2003
4,62,10,14860,9312.7998,9,"Vente aux employés",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20,"Etuis, coffret portemonnaie portefeuille","Avril",4,2003
4,29,6,6844,3288.19995,5,"Revetement de sol professionnel",1,"Tapis - rideaux",13,"Tapis",13.2,"Milieux","Avril",4,2003
4,112,1,26644,9505.7002,0,"Par correspondance",9,"Meubles",29,"Meubles exterieurs",29.3,"Autres meubles de cuisines","Avril",4,2003
4,104,2,24748,5571.5,1,"Zürich",9,"Meubles",28,"Meubles intérieurs",28.4,"Chambres à coucher","Avril",4,2003
4,30,9,7156,8071.5,8,"Boutique",1,"Tapis - rideaux",13,"Tapis",13.3,"Passage + divers","Avril",4,2003
4,74,10,17740,4510.7002,9,"Vente aux employés",6,"Radio -TV",22,"Maroquinerie - parapluies",22.8,"Divers","Avril",4,2003
4,70,7,16708,1130.40002,6,"Studio Radio TV",6,"Radio -TV",22,"Maroquinerie - parapluies",22.3,"Vidéo","Avril",4,2003
4,67,8,16012,6182.8999,7,"Studio Photo",6,"Radio -TV",22,"Maroquinerie - parapluies",22,"Radio","Avril",4,2003
4,29,2,6748,7121.6001,1,"Zürich",1,"Tapis - rideaux",13,"Tapis",13.2,"Milieux","Avril",4,2003
4,36,10,8620,1634.90002,9,"Vente aux employés",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.3,"Vitrage confectionné","Avril",4,2003
4,9,3,1972,8594.7998,2,"Magasin",0,"Ménage",10,"Nettoyage",10.9,"Divers","Avril",4,2003
4,65,5,15460,4483.3999,4,"Commandes téléphoniques",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20.7,"Divers","Avril",4,2003
4,94,1,22324,1339.5,0,"Par correspondance",8,"Lingerie",26,"Linges & couvertures",26,"L. de toilette - lavettes - draps de bain","Avril",4,2003
4,6,4,1276,550.200012,3,"Expo",0,"Ménage",10,"Nettoyage",10.5,"Machines de cuisines","Avril",4,2003
4,55,2,12988,7715.6001,1,"Zürich",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.1,"Alliances chevalière et bagues","Avril",4,2003
4,16,9,3796,1362.5,8,"Boutique",0,"Ménage",11,"Cuisine & Accessoires",11.6,"Articles pour animeaux","Avril",4,2003
4,42,10,10060,2667.69995,9,"Vente aux employés",2,"Optique - Photos",15,"Optique - Photos",15.3,"Projection diapositives","Avril",4,2003
4,6,8,1372,3228,7,"Studio Photo",0,"Ménage",10,"Nettoyage",10.5,"Machines de cuisines","Avril",4,2003
4,5,2,988,1535.19995,1,"Zürich",0,"Ménage",10,"Nettoyage",10.4,"Divers","Avril",4,2003
4,36,2,8428,6206,1,"Zürich",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.3,"Vitrage confectionné","Avril",4,2003
4,102,3,24292,39.7999992,2,"Magasin",9,"Meubles",28,"Meubles intérieurs",28.2,"Tables de salon","Avril",4,2003
4,53,9,12676,1438.90002,8,"Boutique",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.9,"Baguier et sets","Avril",4,2003
4,16,10,3820,2123.69995,9,"Vente aux employés",0,"Ménage",11,"Cuisine & Accessoires",11.6,"Articles pour animeaux","Avril",4,2003
4,114,1,27124,5790.8999,0,"Par correspondance",9,"Meubles",29,"Meubles exterieurs",29.5,"Rotins","Avril",4,2003
4,82,1,19444,2629.6001,0,"Par correspondance",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.9,"Divers","Avril",4,2003
4,34,2,7948,5943.2002,1,"Zürich",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.1,"Tissu de décoration","Avril",4,2003
4,95,4,22636,7562.7998,3,"Expo",8,"Lingerie",26,"Linges & couvertures",26.3,"Nappes serviettes et coussins","Avril",4,2003
4,86,3,20452,1925.90002,2,"Magasin",7,"Montres",24,"Montres",24.6,"Montres suisses dames","Avril",4,2003
4,21,7,4948,9338.59961,6,"Studio Radio TV",0,"Ménage",12,"Outillage & jouets",12.1,"Lustrerie","Avril",4,2003
4,79,8,18892,1244.19995,7,"Studio Photo",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.3,"Accessoires camping","Avril",4,2003
4,31,4,7276,1767.5,3,"Expo",1,"Tapis - rideaux",13,"Tapis",13.4,"Revetement de sol","Avril",4,2003
4,80,3,19012,6135.3999,2,"Magasin",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.5,"Vélos","Avril",4,2003
4,88,6,21004,7099.6001,5,"Revetement de sol professionnel",7,"Montres",24,"Montres",24.9,"Grosse horlogerie (pendules et réveils)","Avril",4,2003
4,26,5,6100,7510.1001,4,"Commandes téléphoniques",0,"Ménage",12,"Outillage & jouets",12.8,"Divers","Avril",4,2003
4,60,6,14284,7982.1001,5,"Revetement de sol professionnel",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.8,"Pendentifs + Médaillons Zodiac","Avril",4,2003
4,26,3,6052,4472.6001,2,"Magasin",0,"Ménage",12,"Outillage & jouets",12.8,"Divers","Avril",4,2003
4,103,9,24676,831.599976,8,"Boutique",9,"Meubles",28,"Meubles intérieurs",28.3,"Salle a manger","Avril",4,2003
4,86,10,20620,3116.80005,9,"Vente aux employés",7,"Montres",24,"Montres",24.6,"Montres suisses dames","Avril",4,2003
4,53,7,12628,9726.5,6,"Studio Radio TV",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.9,"Baguier et sets","Avril",4,2003
4,31,9,7396,1682.5,8,"Boutique",1,"Tapis - rideaux",13,"Tapis",13.4,"Revetement de sol","Avril",4,2003
4,73,3,17332,6323.7002,2,"Magasin",6,"Radio -TV",22,"Maroquinerie - parapluies",22.6,"Piles","Avril",4,2003
4,76,10,18220,4475.7002,9,"Vente aux employés",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21,"Tentes","Avril",4,2003
4,49,3,11572,2273,2,"Magasin",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.3,"Boucles d'oreilles","Avril",4,2003
4,114,2,27148,4886.5,1,"Zürich",9,"Meubles",29,"Meubles exterieurs",29.5,"Rotins","Avril",4,2003
4,65,4,15436,7879.7002,3,"Expo",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20.7,"Divers","Avril",4,2003
4,74,8,17692,1531.5,7,"Studio Photo",6,"Radio -TV",22,"Maroquinerie - parapluies",22.8,"Divers","Avril",4,2003
4,46,1,10804,1324.09998,0,"Par correspondance",2,"Optique - Photos",15,"Optique - Photos",15.9,"Travaux photo","Avril",4,2003
4,66,2,15628,676.700012,1,"Zürich",4,"Maroquinerie - parapluies",20,"Maroquinerie - parapluies",20.8,"Valises","Avril",4,2003
4,90,6,21484,1132,5,"Revetement de sol professionnel",8,"Lingerie",25,"Draps & lits",25.1,"Draps molletons, molletons de lits","Avril",4,2003
4,35,2,8188,1507.59998,1,"Zürich",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.2,"Bar et accessoires","Avril",4,2003
4,6,3,1252,575.400024,2,"Magasin",0,"Ménage",10,"Nettoyage",10.5,"Machines de cuisines","Avril",4,2003
4,87,8,20812,122.900002,7,"Studio Photo",7,"Montres",24,"Montres",24.8,"Divers + réparartions montres + fournitures","Avril",4,2003
4,85,5,20260,6056.2998,4,"Commandes téléphoniques",7,"Montres",24,"Montres",24.2,"Montres hommes divers","Avril",4,2003
4,46,8,10972,9960.40039,7,"Studio Photo",2,"Optique - Photos",15,"Optique - Photos",15.9,"Travaux photo","Avril",4,2003
4,86,2,20428,8581.5,1,"Zürich",7,"Montres",24,"Montres",24.6,"Montres suisses dames","Avril",4,2003
4,33,3,7732,2840.80005,2,"Magasin",1,"Tapis - rideaux",14,"Vitrage & Décoration",14,"Vitrage au metre","Avril",4,2003
4,70,2,16588,6722.5,1,"Zürich",6,"Radio -TV",22,"Maroquinerie - parapluies",22.3,"Vidéo","Avril",4,2003
4,80,8,19132,2143.1001,7,"Studio Photo",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.5,"Vélos","Avril",4,2003
4,25,10,5980,9400.2002,9,"Vente aux employés",0,"Ménage",12,"Outillage & jouets",12.5,"Jouets","Avril",4,2003
4,111,4,26476,9714.7002,3,"Expo",9,"Meubles",29,"Meubles exterieurs",29.2,"Armoires de cuisine","Avril",4,2003
4,108,3,25732,8772.2002,2,"Magasin",9,"Meubles",28,"Meubles intérieurs",28.8,"Matelas","Avril",4,2003
4,42,5,9940,5047.7998,4,"Commandes téléphoniques",2,"Optique - Photos",15,"Optique - Photos",15.3,"Projection diapositives","Avril",4,2003
4,9,8,2092,6867.2002,7,"Studio Photo",0,"Ménage",10,"Nettoyage",10.9,"Divers","Avril",4,2003
4,109,10,26140,4552.8999,9,"Vente aux employés",9,"Meubles",29,"Meubles exterieurs",29,"Meubles de corridor","Avril",4,2003
4,17,5,3940,6626.2002,4,"Commandes téléphoniques",0,"Ménage",11,"Cuisine & Accessoires",11.7,"Réveils et pendules","Avril",4,2003
4,60,4,14236,8152.2998,3,"Expo",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.8,"Pendentifs + Médaillons Zodiac","Avril",4,2003
4,105,10,25180,1810.30005,9,"Vente aux employés",9,"Meubles",28,"Meubles intérieurs",28.5,"Lits","Avril",4,2003
4,95,5,22660,9234.2002,4,"Commandes téléphoniques",8,"Lingerie",26,"Linges & couvertures",26.3,"Nappes serviettes et coussins","Avril",4,2003
4,4,2,748,27.1000004,1,"Zürich",0,"Ménage",10,"Nettoyage",10.3,"Divers","Avril",4,2003
4,72,1,17044,3630.19995,0,"Par correspondance",6,"Radio -TV",22,"Maroquinerie - parapluies",22.5,"Telecomunications","Avril",4,2003
4,8,5,1780,8967.90039,4,"Commandes téléphoniques",0,"Ménage",10,"Nettoyage",10.7,"Soins corporels","Avril",4,2003
4,32,1,7444,5762.5,0,"Par correspondance",1,"Tapis - rideaux",13,"Tapis",13.9,"Tapis divers","Avril",4,2003
4,28,7,6628,684.799988,6,"Studio Radio TV",1,"Tapis - rideaux",13,"Tapis",13.1,"Tapis de fond","Avril",4,2003
4,82,6,19564,1403.69995,5,"Revetement de sol professionnel",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.9,"Divers","Avril",4,2003
4,76,2,18028,5511.7002,1,"Zürich",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21,"Tentes","Avril",4,2003
4,104,7,24868,7589.8999,6,"Studio Radio TV",9,"Meubles",28,"Meubles intérieurs",28.4,"Chambres à coucher","Avril",4,2003
4,30,2,6988,805.599976,1,"Zürich",1,"Tapis - rideaux",13,"Tapis",13.3,"Passage + divers","Avril",4,2003
4,23,4,5356,5359.5,3,"Expo",0,"Ménage",12,"Outillage & jouets",12.3,"Articles pour enfants","Avril",4,2003
4,114,4,27196,9301.90039,3,"Expo",9,"Meubles",29,"Meubles exterieurs",29.5,"Rotins","Avril",4,2003
4,76,5,18100,5788.2998,4,"Commandes téléphoniques",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21,"Tentes","Avril",4,2003
4,21,10,5020,9401.7002,9,"Vente aux employés",0,"Ménage",12,"Outillage & jouets",12.1,"Lustrerie","Avril",4,2003
4,21,8,4972,4726.2998,7,"Studio Photo",0,"Ménage",12,"Outillage & jouets",12.1,"Lustrerie","Avril",4,2003
4,106,6,25324,6799.6001,5,"Revetement de sol professionnel",9,"Meubles",28,"Meubles intérieurs",28.6,"Armoires","Avril",4,2003
4,97,8,23212,6007.6001,7,"Studio Photo",8,"Lingerie",26,"Linges & couvertures",26.5,"Couvertures de laine","Avril",4,2003
4,51,4,12076,3095.1001,3,"Expo",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.7,"Chaînes et colliers","Avril",4,2003
4,17,4,3916,1443.40002,3,"Expo",0,"Ménage",11,"Cuisine & Accessoires",11.7,"Réveils et pendules","Avril",4,2003
4,90,4,21436,4819.1001,3,"Expo",8,"Lingerie",25,"Draps & lits",25.1,"Draps molletons, molletons de lits","Avril",4,2003
4,43,2,10108,9063.09961,1,"Zürich",2,"Optique - Photos",15,"Optique - Photos",15.6,"Films","Avril",4,2003
4,106,7,25348,1115.09998,6,"Studio Radio TV",9,"Meubles",28,"Meubles intérieurs",28.6,"Armoires","Avril",4,2003
4,83,7,19828,5525.8999,6,"Studio Radio TV",7,"Montres",24,"Montres",24,"Montres Casio + Accurist Hommes","Avril",4,2003
4,2,3,292,4411.1001,2,"Magasin",0,"Ménage",10,"Nettoyage",10.1,"Lavage, séchage,…","Avril",4,2003
4,13,3,2932,9727.2998,2,"Magasin",0,"Ménage",11,"Cuisine & Accessoires",11.3,"Articles de cuisine et de cadeaux","Avril",4,2003
4,99,4,23596,1074.40002,3,"Expo",8,"Lingerie",26,"Linges & couvertures",26.9,"Divers","Avril",4,2003
4,34,8,8092,9818.59961,7,"Studio Photo",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.1,"Tissu de décoration","Avril",4,2003
4,46,5,10900,4632.3999,4,"Commandes téléphoniques",2,"Optique - Photos",15,"Optique - Photos",15.9,"Travaux photo","Avril",4,2003
4,44,2,10348,7926.5,1,"Zürich",2,"Optique - Photos",15,"Optique - Photos",15.7,"Jumelles et telescope","Avril",4,2003
4,68,10,16300,9766.90039,9,"Vente aux employés",6,"Radio -TV",22,"Maroquinerie - parapluies",22.1,"TV","Avril",4,2003
4,2,4,316,6962.8999,3,"Expo",0,"Ménage",10,"Nettoyage",10.1,"Lavage, séchage,…","Avril",4,2003
4,33,9,7876,2654,8,"Boutique",1,"Tapis - rideaux",14,"Vitrage & Décoration",14,"Vitrage au metre","Avril",4,2003
4,73,4,17356,2031.80005,3,"Expo",6,"Radio -TV",22,"Maroquinerie - parapluies",22.6,"Piles","Avril",4,2003
4,13,9,3076,7746.1001,8,"Boutique",0,"Ménage",11,"Cuisine & Accessoires",11.3,"Articles de cuisine et de cadeaux","Avril",4,2003
4,27,3,6292,3196.5,2,"Magasin",1,"Tapis - rideaux",13,"Tapis",13,"Tapis d'orient","Avril",4,2003
4,75,10,17980,5473.1001,9,"Vente aux employés",6,"Radio -TV",22,"Maroquinerie - parapluies",22.9,"Divers","Avril",4,2003
4,30,4,7036,3568.1001,3,"Expo",1,"Tapis - rideaux",13,"Tapis",13.3,"Passage + divers","Avril",4,2003
4,51,3,12052,7979.6001,2,"Magasin",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.7,"Chaînes et colliers","Avril",4,2003
4,59,8,14092,7480,7,"Studio Photo",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.6,"Bracelets","Avril",4,2003
4,81,1,19204,2664.1001,0,"Par correspondance",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.7,"Fitness","Avril",4,2003
4,76,7,18148,1432.59998,6,"Studio Radio TV",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21,"Tentes","Avril",4,2003
4,6,7,1348,3284.30005,6,"Studio Radio TV",0,"Ménage",10,"Nettoyage",10.5,"Machines de cuisines","Avril",4,2003
4,59,1,13924,1862.80005,0,"Par correspondance",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.6,"Bracelets","Avril",4,2003
4,108,8,25852,7010.1001,7,"Studio Photo",9,"Meubles",28,"Meubles intérieurs",28.8,"Matelas","Avril",4,2003
4,75,2,17788,4988.1001,1,"Zürich",6,"Radio -TV",22,"Maroquinerie - parapluies",22.9,"Divers","Avril",4,2003
4,93,4,22156,8344.7998,3,"Expo",8,"Lingerie",25,"Draps & lits",25.9,"Divers","Avril",4,2003
4,23,3,5332,7596.2998,2,"Magasin",0,"Ménage",12,"Outillage & jouets",12.3,"Articles pour enfants","Avril",4,2003
4,83,9,19876,9541.7998,8,"Boutique",7,"Montres",24,"Montres",24,"Montres Casio + Accurist Hommes","Avril",4,2003
4,38,9,9076,2631.30005,8,"Boutique",1,"Tapis - rideaux",14,"Vitrage & Décoration",14.5,"Rideaux de douche","Avril",4,2003
4,39,2,9148,8464.09961,1,"Zürich",2,"Optique - Photos",15,"Optique - Photos",15,"Appareil photo sans relex","Avril",4,2003
4,9,4,1996,6783.3999,3,"Expo",0,"Ménage",10,"Nettoyage",10.9,"Divers","Avril",4,2003
4,21,1,4804,4522.2998,0,"Par correspondance",0,"Ménage",12,"Outillage & jouets",12.1,"Lustrerie","Avril",4,2003
4,7,2,1468,4804.7002,1,"Zürich",0,"Ménage",10,"Nettoyage",10.6,"Lavage et séchage","Avril",4,2003
4,61,8,14572,5399.2002,7,"Studio Photo",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.9,"Set bijoux réparation fourniture","Avril",4,2003
4,84,8,20092,7625,7,"Studio Photo",7,"Montres",24,"Montres",24.1,"Montres suisses hommes","Avril",4,2003
4,106,5,25300,8011,4,"Commandes téléphoniques",9,"Meubles",28,"Meubles intérieurs",28.6,"Armoires","Avril",4,2003
4,96,5,22900,9478,4,"Commandes téléphoniques",8,"Lingerie",26,"Linges & couvertures",26.4,"Couvertures divans piquées smyrne Gobelins","Avril",4,2003
4,117,9,28036,6003.7998,8,"Boutique",9,"Meubles",29,"Meubles exterieurs",29.8,"Divers","Avril",4,2003
4,5,3,1012,5792.3999,2,"Magasin",0,"Ménage",10,"Nettoyage",10.4,"Divers","Avril",4,2003
4,15,7,3508,805.200012,6,"Studio Radio TV",0,"Ménage",11,"Cuisine & Accessoires",11.5,"Articles de salle de bain","Avril",4,2003
4,40,10,9580,4589.8999,9,"Vente aux employés",2,"Optique - Photos",15,"Optique - Photos",15.1,"Apparel reflex","Avril",4,2003
4,52,5,12340,7753.2002,4,"Commandes téléphoniques",3,"Bijouterie - Pendules",17,"Bijouterie BG",17.8,"Bracelets identité","Avril",4,2003
4,73,6,17404,7055.1001,5,"Revetement de sol professionnel",6,"Radio -TV",22,"Maroquinerie - parapluies",22.6,"Piles","Avril",4,2003
4,114,7,27268,5728.6001,6,"Studio Radio TV",9,"Meubles",29,"Meubles exterieurs",29.5,"Rotins","Avril",4,2003
4,92,2,21868,1726.09998,1,"Zürich",8,"Lingerie",25,"Draps & lits",25.3,"Garnitures de lits","Avril",4,2003
4,117,6,27964,4074.1001,5,"Revetement de sol professionnel",9,"Meubles",29,"Meubles exterieurs",29.8,"Divers","Avril",4,2003
4,107,1,25444,3313.80005,0,"Par correspondance",9,"Meubles",28,"Meubles intérieurs",28.7,"Studio","Avril",4,2003
4,81,8,19372,3894.80005,7,"Studio Photo",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.7,"Fitness","Avril",4,2003
4,41,4,9676,7845.1001,3,"Expo",2,"Optique - Photos",15,"Optique - Photos",15.2,"Accessoires","Avril",4,2003
4,111,7,26548,8961,6,"Studio Radio TV",9,"Meubles",29,"Meubles exterieurs",29.2,"Armoires de cuisine","Avril",4,2003
4,79,6,18844,2215.1001,5,"Revetement de sol professionnel",5,"Sports - Meubles de jardin",21,"Sports - Meubles de jardin",21.3,"Accessoires camping","Avril",4,2003
4,94,7,22468,1357.80005,6,"Studio Radio TV",8,"Lingerie",26,"Linges & couvertures",26,"L. de toilette - lavettes - draps de bain","Avril",4,2003
4,57,6,13564,3780.1001,5,"Revetement de sol professionnel",3,"Bijouterie - Pendules",18,"Bijouterie HG",18.3,"Divers","Avril",4,2003
4,84,4,19996,4344.1001,3,"Expo",7,"Montres",24,"Montres",24.1,"Montres suisses hommes","Avril",4,2003
4,99,9,23716,8163.5,8,"Boutique",8,"Lingerie",26,"Linges & couvertures",26.9,"Divers","Avril",4,2003
